,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
177,1307238828,GEX4415,NY,PAS,08/18/2013,14,SDN,HONDA,P,65120,40404,40404,20150421,43.0,43,43,942182,0043,0,0814P,,BX,F,3,SOUNDVIEW AVE,,0.0,408.0,J2,,BBBBBBB,ALL,ALL,BLK,0.0,2004.0,-,0.0,,,,,,,,,,,,,
178,1307373021,X6672Z,NJ,PAS,07/26/2013,21,DELV,,S,54070,38430,86530,0,71.0,71,0,534144,SI02,0,0810A,,K,F,300,KINGSTON AVE,,0.0,408.0,D1,,YYYYYBB,0800A,0830A,WHITE,0.0,0.0,-,0.0,,,,,,,,,,,,,
179,1307452577,55003JG,NY,COM,08/12/2013,46,DELV,WORKV,P,10010,18050,18070,20131013,17.0,17,135,913931,0135,0,0940A,,NY,O,976,1ST AVE,,0.0,408.0,L2,,BBBBBBB,ALL,ALL,WHITE,0.0,1999.0,-,0.0,,,,,,,,,,,,,
180,1307452589,88550JU,NY,COM,08/12/2013,18,VAN,DODGE,P,10110,18010,18030,0,17.0,17,135,913931,0135,0,0935A,,NY,F,979,2ND AVE,,0.0,408.0,F4,,YYYYYBB,0700A,1000A,WHITE,0.0,2005.0,-,0.0,,,,,,,,,,,,,
181,1307452590,40470JU,99,COM,08/12/2013,46,DELV,MERCU,P,10110,18490,18510,20140630,23.0,23,135,913931,0135,0,0920A,,,F,1448,2ND AVE,,0.0,408.0,F1,,BBBBBBB,ALL,ALL,WHITE,0.0,2004.0,-,0.0,,,,,,,,,,,,,
182,1307846634,7L6A,NY,SRF,08/14/2013,40,TAXI,TOYOT,P,36210,10610,10810,20140228,28.0,28,28,905713,0028,0,0306A,,,O,216,W 122 STREET,,0.0,408.0,C,,BBBBBBB,ALL,ALL,YELLO,0.0,2010.0,-,7.0,,,,,,,,,,,,,
183,1307846646,7L6A,NY,SRF,08/14/2013,14,TAXI,TOYOT,P,36210,10610,10810,20140228,28.0,28,28,905713,0028,0,0306A,,NY,O,216,W 122 STREET,,0.0,408.0,E2,,BBBBBBB,ALL,ALL,YELLO,0.0,2010.0,-,0.0,,,,,,,,,,,,,
184,1307906576,68313JS,NY,COM,08/09/2013,14,VAN,TRUCK,K,0,0,0,20140608,41.0,41,4,160266,0004,0,0505P,,K,,,BAY PKWY AVE,SETH LOW PK,0.0,408.0,D4,,BBBBBBB,ALL,ALL,WHITE,0.0,2002.0,-,0.0,,,,,,,,,,,,,
185,1307935217,H50DHM,NJ,PAS,07/30/2013,40,SDN,MITSU,K,45210,40404,40404,0,1.0,1,1,160434,0001,0,0607A,,NY,F,21,W. THAMES ST,,0.0,408.0,D5,,BBBBBBB,ALL,ALL,GREEN,0.0,0.0,-,5.0,,,,,,,,,,,,,
186,1307949484,GEZ5475,NY,PAS,08/11/2013,39,SUBN,FORD,K,0,0,0,20150424,1.0,1,1,160188,0001,0,0722P,0701P,NY,F,,HUDSON RIVER PARK,PIER 40 SOUTH PARKIN,0.0,408.0,F7,,BBBBBBB,ALL,ALL,WHITE,0.0,2013.0,-,0.0,,,,,,,,,,,,,
187,1307952574,UDV99Y,NJ,PAS,07/21/2013,20,SDN,CHEVR,K,0,0,0,0,122.0,122,5,160144,0005,0,0307P,,R,,,INSIDE LOT #2 SO. BE,,0.0,408.0,D,,BBBBBBB,ALL,ALL,BLUE,0.0,0.0,-,0.0,,,,,,,,,,,,,
188,1307952653,GEW3430,NY,PAS,08/12/2013,14,SUBN,BUICK,K,0,0,0,20150324,102.0,102,5,160144,0005,0,0637P,,R,O,,JEFFERSON AVE CIRCLE,MIDLAND BCH,0.0,408.0,J2,,BBBBBBB,ALL,ALL,TAN,0.0,2004.0,-,0.0,,,,,,,,,,,,,
189,1307952987,GGW8417,NY,PAS,07/21/2013,63,SUBN,JEEP,K,0,0,0,20150626,122.0,122,5,160273,0005,0,0639P,,R,,,INSIDE PARKING LOT C,EBBITTS,0.0,408.0,D1,,BBBBBBB,ALL,ALL,BLACK,0.0,2003.0,-,0.0,,,,,,,,,,,,,
190,1307953116,GAB6661,NY,PAS,08/11/2013,20,SDN,LINCO,K,0,0,0,20141003,122.0,122,5,160111,0005,0,0325P,,R,,,CRESCENT BEACH PARK,AT E/O WINMAN AVE,0.0,408.0,D,,BBBBBBB,ALL,ALL,WHT,0.0,2006.0,-,0.0,,,,,,,,,,,,,
191,1307953128,N34ASW,NJ,PAS,08/11/2013,61,SDN,CHEVR,K,0,0,0,0,122.0,122,5,160111,0005,0,0331P,,R,,,CRESCENT BEACH PARK,END OF WINMAN AVE,0.0,408.0,D,,BBBBBBB,ALL,ALL,BL,0.0,0.0,-,0.0,,,,,,,,,,,,,
192,1307953141,85RS47,NY,MOT,08/15/2013,45,MOTO,KAWAS,K,0,46100,0,0,122.0,122,5,160111,0005,0,0641P,,R,,,FR CAPADANNO,SAND LN,0.0,408.0,D,,BBBBBBB,ALL,ALL,RED,0.0,0.0,-,0.0,,,,,,,,,,,,,
193,1307953682,GGS6051,NY,PAS,07/27/2013,24,SDN,NISSA,K,0,0,0,20150620,122.0,122,5,160273,0005,0,0344P,,R,,,DOLPHIN CIRCLE,FR COPODANO + SAND L,0.0,408.0,D5,,BBBBBBB,ALL,ALL,BLUE,0.0,2008.0,-,0.0,,,,,,,,,,,,,
194,1307953694,9203DLI,NJ,PAS,07/27/2013,24,SUBN,ME/BE,K,0,46100,0,0,122.0,122,5,100273,0005,0,0348P,,R,,,DOLPHIN CIRCLE FR CA,SAND LANE,0.0,408.0,C,,BBBBBBB,ALL,ALL,BLACK,0.0,0.0,-,0.0,,,,,,,,,,,,,
195,1307953700,481CKW,NJ,PAS,07/27/2013,24,SUBN,NISSA,K,0,0,0,0,122.0,122,5,160273,0005,0,0351P,,R,,,DOLPHIN CIRCLE,FT CAPODENO BLVD SAN,0.0,408.0,D5,,BBBBBBB,ALL,ALL,PURPL,0.0,0.0,-,0.0,,,,,,,,,,,,,
196,1307953724,W122KP,NY,PAS,07/28/2013,20,SDN,TOYOT,K,0,40404,40404,20140622,122.0,122,5,160273,0005,0,0948A,,R,O,1150,CLOVE ROAD PARKING L,,0.0,408.0,D,,BBBBBBB,ALL,ALL,MAROO,0.0,1998.0,-,0.0,,,,,,,,,,,,,
197,1307953761,GAW6458,NY,PAS,08/17/2013,20,SDN,TOYOT,K,48502,0,0,20140724,122.0,122,5,160273,0005,0,1240P,,,,,SOUTH BEACH,FRCCPACHEO BLVD,0.0,408.0,F3,,BBBBBBB,ALL,ALL,BLACK,0.0,2001.0,-,0.0,,,,,,,,,,,,,
198,1307953852,GFP6251,NY,PAS,08/24/2013,27,SDN,NISSA,K,0,40404,40404,20150430,123.0,123,5,160273,0005,0,0128P,,R,,,WOLFY POWL PKNG,,0.0,408.0,D,,BBBBBBB,ALL,ALL,G/Y,0.0,2006.0,-,0.0,,,,,,,,,,,,,
199,1307953876,JGV1886,PA,PAS,08/11/2013,20,SUBN,FORD,K,11220,37380,0,0,123.0,123,5,160273,0005,0,0441P,,R,,,BLOOMINGDALE PARK,MAGUIRE AVE,0.0,408.0,D5,,BBBBBBB,ALL,ALL,GY,0.0,0.0,-,0.0,,,,,,,,,,,,,
200,1307953888,STT2053,NC,PAS,08/11/2013,20,P-U,FORD,K,11220,0,0,0,123.0,123,5,160273,0005,0,0440P,,R,,,BLOOMINGDALE PARK,MAGUIRE,0.0,408.0,D,,BBBBBBB,ALL,ALL,WHITE,0.0,0.0,-,0.0,,,,,,,,,,,,,
201,1307954376,LZA554,NJ,PAS,08/11/2013,24,SDN,HYUND,K,0,0,0,0,122.0,122,5,160174,0005,0,0110P,,R,,,DOLPHIN CIRCLE EAST,OF FR CAPODANNO BLVD,0.0,408.0,D4,,BBBBBBB,1000A,0500A,BLACK,0.0,0.0,-,0.0,,,,,,,,,,,,,
202,1307954443,L65DBP,NJ,PAS,08/11/2013,24,SDN,MITSU,K,0,0,0,0,122.0,122,5,160174,0005,0,0520P,,R,,,DOLPHIN CIRCLE,EAST SAND FR CAPODON,0.0,408.0,J3,,BBBBBBB,1000A,0500A,WHITE,0.0,0.0,-,0.0,,,,,,,,,,,,,
203,1307954467,P15BBU,NJ,PAS,08/11/2013,14,SUBN,FORD,K,0,0,0,0,122.0,122,5,160174,0005,0,0505P,,R,,,S BEACH PARKING LOT,2 E/O FR CAPODANNO,0.0,408.0,F7,,BBBBBBB,ALL,ALL,WHITE,0.0,0.0,-,0.0,,,,,,,,,,,,,
204,1307963377,GJD4240,NY,PAS,08/04/2013,14,SUBN,CHEVR,K,29610,27885,32940,20130915,1.0,1,1,160443,0001,0,0730P,,NY,F,22,RIVER TERRACE,,0.0,408.0,C,,BBBBBBB,ALL,ALL,BLACK,0.0,2012.0,-,0.0,,,,,,,,,,,,,
205,1307963419,GHN2894,NY,PAS,08/18/2013,14,SUBN,FORD,K,0,40404,40404,20150620,45.0,45,2,160443,0002,0,0641P,,BX,O,492,HUTCHINSON RIVER PKW,,0.0,408.0,C8,,BBBBBBB,ALL,ALL,WHITE,0.0,1997.0,-,0.0,,,,,,,,,,,,,
206,1307963432,GBR5252,NY,PAS,08/19/2013,14,SUBN,FORD,K,29610,27885,32940,20141213,1.0,1,1,160443,0001,0,1122P,,NY,F,22,RIVER TERRACE,,0.0,408.0,D5,,BBBBBBB,ALL,ALL,BLACK,0.0,2007.0,-,0.0,,,,,,,,,,,,,
207,1307963791,P45CCY,NJ,PAS,07/21/2013,14,SUBN,ACURA,K,29610,27050,27885,0,1.0,1,1,160427,0001,0,0201P,0105P,NY,F,20,RIVER TERRACE,,20130721.0,408.0,C3,,BBBBBBB,ALL,ALL,BK,0.0,0.0,-,0.0,,,,,,,,,,,,,
208,1321434807,48686MA,NY,COM,08/16/2013,21,VAN,CHEVR,X,34820,26340,78570,20150407,41.0,41,0,831917,SESU,0,0140A,,BX,F,770,GARRISON AVE,,0.0,408.0,J2,,BYBBYBB,1200A,0300A,WHITE,0.0,1989.0,-,0.0,,,,,,,,,,,,,
209,1321474581,GCP1521,NY,PAS,07/30/2013,24,SDN,HONDA,P,23532,25490,15010,20140924,7.0,7,804,940058,0804,0,1015A,,NY,,,S/O 40 JACKSON ST,,0.0,408.0,D5,,BBBBBBB,ALL,ALL,BLACK,0.0,2012.0,-,0.0,,,,,,,,,,,,,
210,1321688313,5X150411,AL,PAS,07/15/2013,78,DELV,CHEVR,P,23040,21870,22090,20131131,113.0,113,113,934720,0113,0,0947P,,Q,O,130-50,146 STREET,,0.0,408.0,C3,,BBBBBBB,ALL,ALL,GREY,0.0,0.0,-,0.0,,,,,,,,,,,,,
211,1321774722,61944JY,NY,COM,07/17/2013,46,P-U,CHEVR,P,19430,97570,10010,20141130,25.0,25,25,928813,0025,0,1005A,,,F,350,E 124 ST,,0.0,408.0,E2,,BBBBBBB,ALL,ALL,WHT,0.0,1998.0,-,0.0,,,,,,,,,,,,,
212,1321774771,35210MB,NY,COM,07/17/2013,46,DELV,FORD,P,19270,10210,10110,20140531,25.0,25,25,928813,0025,0,1214P,,,F,245,E 116 ST,,0.0,408.0,E2,,BBBBBBB,ALL,ALL,BRW,0.0,2012.0,-,0.0,,,,,,,,,,,,,
213,1321931773,609ZLS,CO,PAS,08/21/2013,21,SDN,TOYOT,S,42430,51530,94330,0,94.0,94,0,867970,KN01,0,1150A,,K,O,250,FROST ST,,0.0,408.0,D1,,BBYBBBB,1130A,0100P,SILVE,0.0,0.0,-,0.0,,,,,,,,,,,,,
214,1321931785,NNT925,TX,PAS,08/21/2013,21,SUBN,TOYOT,S,58330,93930,42430,0,94.0,94,0,867970,KN01,0,1141A,,K,F,383,MANHATTAN AVE,,0.0,408.0,D1,,BBYBBBB,1130A,0100P,SILVE,0.0,0.0,-,0.0,,,,,,,,,,,,,
215,1321931797,YVF78P,NJ,PAS,08/21/2013,21,SDN,TOYOT,S,58330,93930,42430,0,94.0,94,0,867970,KN01,0,1140A,,K,O,382,MANHATTAN AVE,,0.0,408.0,D1,,BBYBBBB,1130A,0100P,TAN,0.0,0.0,-,0.0,,,,,,,,,,,,,
216,1321931920,GDR9503,NY,PAS,08/20/2013,21,SDN,CHRYS,S,19230,51030,20530,0,84.0,84,0,867970,BKN2,0,0836A,,K,F,186,BERGEN ST,,0.0,408.0,D1,,BYBBBBB,0830A,1000A,BLACK,0.0,0.0,-,0.0,,,,,,,,,,,,,
217,1321932730,900ZIH,CA,PAS,08/12/2013,41,SUBN,AUDI,S,0,0,0,0,88.0,88,0,959738,KN02,0,0133A,,K,,,N/S ATLANTIC AVE 20,W/O ST JAMES PL,0.0,408.0,D1,,YBYBYBB,1200A,0300A,WHT,0.0,0.0,-,0.0,,,,,,,,,,,,,
218,1321932753,UUK6560,VA,PAS,08/13/2013,21,SDN,ACURA,S,61830,27530,29830,0,82.0,82,0,959738,KN02,0,1255A,,K,F,200,MONTAGUE ST,,0.0,408.0,D1,,BYBYBYB,1200A,0300A,GRY,0.0,0.0,-,0.0,,,,,,,,,,,,,
219,1321932765,SXJ7613,NC,PAS,08/14/2013,21,SUBN,CHRYS,S,73490,42730,54130,0,84.0,84,0,959738,KN02,0,1242A,,K,F,96,ROCKWELL PL,,0.0,408.0,D1,,YBYBYBB,1200A,0300A,BLK,0.0,0.0,-,0.0,,,,,,,,,,,,,
220,1321932777,VKZ68D,NJ,PAS,08/14/2013,21,SDN,HONDA,S,73490,42730,54130,0,84.0,84,0,959738,KN02,0,1245A,,K,F,98,ROCKWELL PL,,0.0,408.0,D1,,YBYBYBB,1200A,0300A,GRY,0.0,0.0,-,0.0,,,,,,,,,,,,,
221,1321932789,GJH4950,NY,PAS,08/17/2013,21,SDN,NISSA,S,13430,77730,51030,20130912,84.0,84,0,959738,KN02,0,1216A,,K,F,314,ATLANTIC AVE,,0.0,408.0,D1,,BYBYBYB,1200A,0300A,RED,0.0,2013.0,-,0.0,,,,,,,,,,,,,
222,1321935572,GS45768,PA,PAS,08/01/2013,21,SDN,FRUEH,S,38080,54050,55330,0,67.0,67,0,980774,KN12,0,0850A,,K,F,326,E 96 ST,,0.0,408.0,D1,,YBBYBBB,0800A,0930A,GOLD,0.0,0.0,-,0.0,,,,,,,,,,,,,
223,1321935675,HZY8785,PA,PAS,08/05/2013,21,SDN,FORD,S,38030,93830,26630,20130910,67.0,67,0,980774,KN17,0,0835A,,K,F,190,E 95 ST,,0.0,408.0,D1,,BBBBBBB,0800,0900,GRY,0.0,0.0,-,0.0,,,,,,,,,,,,,
224,1321935699,GDS4233,NY,PAS,08/01/2013,21,SDN,HONDA,S,38080,54050,55330,20150218,67.0,67,0,980774,KN12,0,0851A,,K,F,326,E 96 ST,,0.0,408.0,D1,,YYBYYBB,0800,0930A,,0.0,1996.0,-,0.0,,,,,,,,,,,,,
225,1321935717,GSY5768,PA,PAS,08/05/2013,21,SDN,LEXUS,S,38080,54050,55330,0,67.0,67,0,980774,KN17,0,0825A,,,F,326,E 96 ST,,0.0,408.0,D1,,YBBYBBB,0800A,0930A,WHITE,0.0,0.0,-,0.0,,,,,,,,,,,,,
226,1321935729,8175564,NY,999,08/02/2013,21,SDN,INFIN,S,38080,54050,55330,0,67.0,67,0,986774,KN17,0,0825A,,K,F,303,E 96 ST,,0.0,408.0,D1,,BYBBYBB,0800A,0930A,GREY,0.0,0.0,-,0.0,,,,,,,,,,,,,
227,1321935936,GFV8755,NY,PAS,08/02/2013,21,SDN,ME/BE,S,38080,54050,55330,20150506,67.0,67,0,980774,KN17,0,0831A,,K,F,325,E 96 ST,,0.0,408.0,D1,,BYBBYBB,0800A,0930A,,0.0,2005.0,-,0.0,,,,,,,,,,,,,
228,1321950421,897RY2,RI,PAS,07/30/2013,21,SDN,FORD,S,58530,23330,54070,0,71.0,71,0,535065,SI02,0,1124A,,K,F,479,MAPLE STREET,,0.0,408.0,D1,,BYBBYBB,1100A,1230P,BLUE,0.0,0.0,-,0.0,,,,,,,,,,,,,
229,1321950445,9SBX66,TX,PAS,07/30/2013,21,VAN,DODGE,S,54070,39430,54930,0,71.0,71,0,535065,SI02,0,1140A,,K,F,438,KINGSTON AVE,,0.0,408.0,D1,,BYBBYBB,1100A,1230P,RED,0.0,0.0,-,0.0,,,,,,,,,,,,,
230,1321950457,GEA5896,NY,PAS,07/31/2013,21,SDN,TOYOT,S,40930,18950,58530,20150215,71.0,71,0,535065,SI02,0,0738A,,K,F,552,FLATBUSH AVE,,0.0,408.0,D1,,YYYYYYY,0730A,0800A,GREY,0.0,2009.0,-,0.0,,,,,,,,,,,,,
231,1321963646,GHT3915,NY,PAS,08/01/2013,21,CONV,JAGUA,S,48230,40930,18630,20150708,71.0,71,0,539520,KN09,0,0841A,,K,F,97,HAWTHORNE ST,,0.0,408.0,D1,,YBBYBBB,0830A,1000A,WHITE,0.0,2008.0,-,0.0,,,,,,,,,,,,,
232,1321963660,YTP95R,NJ,PAS,08/01/2013,21,SUBN,HONDA,S,48230,40930,18630,0,71.0,71,0,539520,KN09,0,0839A,,K,F,43,HAWTHORNE ST,,0.0,408.0,C4,,YBBYBBB,0830A,1000A,BLUE,0.0,0.0,-,0.0,,,,,,,,,,,,,
233,1321963683,ZPT3821,NC,PAS,08/01/2013,21,,HONDA,S,93830,73690,67030,0,71.0,71,0,539520,KN09,0,0855A,,K,F,263,WINTHROP ST,,0.0,408.0,D1,,YBBYBBB,0830A,1000A,GOLD,0.0,0.0,-,0.0,,,,,,,,,,,,,
234,1321963695,47D49V5,AL,PAS,08/01/2013,21,,TOYOT,S,93830,73690,67030,0,71.0,71,0,539520,KN09,0,0858A,,K,F,259,WINTHROP ST,,0.0,408.0,D1,,YBBYBBB,0830A,1000A,GRY,0.0,0.0,-,0.0,,,,,,,,,,,,,
235,1321963713,GDN4599,NY,PAS,08/01/2013,21,SUBN,TOYOT,S,62330,54070,12130,20150212,71.0,71,0,539520,KN09,0,1149A,,K,F,687,MONTGOMERY ST,,0.0,408.0,D1,,YBBYBBB,1100A,1230P,BLK,0.0,2013.0,-,0.0,,,,,,,,,,,,,
236,1321963750,6UXX577,CA,PAS,08/02/2013,21,NIS,MITSU,S,60830,67030,64830,0,71.0,71,0,539520,KN09,0,0941A,,K,F,388,MIDWOOD ST,,0.0,408.0,D1,,BYBBYBB,0930A,1100A,WHITE,0.0,0.0,-,0.0,,,,,,,,,,,,,
237,1321963774,7DPX57,MD,PAS,08/01/2013,21,,NISSA,S,30930,23330,54070,0,71.0,71,0,539520,KN09,0,1220P,,K,F,433,CROWN ST,,0.0,408.0,D1,,YBBYBBB,1200P,0130P,GREY,0.0,0.0,-,0.0,,,,,,,,,,,,,
238,1321963816,GHP9660,NY,PAS,08/01/2013,21,P-U,DODGE,S,86530,18630,73690,20150626,71.0,71,0,539556,BK09,0,0955A,,K,F,1157,UNION STREET,,0.0,408.0,D1,,YBBYBBB,0930A,1100A,BLACK,0.0,2001.0,-,0.0,,,,,,,,,,,,,
239,1321963830,GEN7372,NY,PAS,08/01/2013,21,SUBN,INFIN,S,72230,41930,18630,20150303,71.0,71,0,539556,BK09,0,1007A,,K,F,1037,PRESIDENT STREET,,0.0,408.0,D1,,YBBYBBB,0930,1100,GRAY,0.0,2001.0,-,0.0,,,,,,,,,,,,,
240,1321963841,GGP1379,NY,999,08/01/2013,21,FOUR,BMW,S,72230,67047,41930,20130708,71.0,71,0,539556,BK09,0,1010A,,K,F,993,PRESIDENT STREET,,0.0,408.0,D1,,YBBYBBB,0930,1100,GRAY,0.0,2010.0,-,0.0,,,,,,,,,,,,,
241,1321963865,HWH2669,PA,PAS,08/01/2013,21,FOUR,MAZDA,S,72230,26730,67047,0,71.0,71,0,539556,BK09,0,1015A,,K,F,976,PRESIDENT STREET,,0.0,408.0,D1,,YBBYBBB,0930A,1100A,BLACK,0.0,0.0,-,0.0,,,,,,,,,,,,,
242,1321963877,WR3595A,PA,PAS,08/01/2013,21,FOUR,VOLKS,S,26730,86530,72230,0,71.0,71,0,539556,BK09,0,1020A,,K,O,883,CLASSON AVENUE,,0.0,408.0,D1,,YBBYBBB,0930A,1100,SILVE,0.0,0.0,-,0.0,,,,,,,,,,,,,
243,1321963907,ZCH76X,NJ,PAS,08/01/2013,21,FOUR,HONDA,S,0,40404,40404,0,71.0,71,0,539556,BK09,0,1035A,,K,O,374,EASTRN PARKWAY,,0.0,408.0,D1,,YBBYBBB,0930A,1100A,GRAY,0.0,0.0,-,0.0,,,,,,,,,,,,,
244,1321963919,GBV5158,NY,PAS,08/01/2013,21,SUBN,SUBAR,S,38430,41930,18630,20141116,71.0,71,0,539556,BK09,0,1038A,,K,O,374,EASTERN PARKWAY,,0.0,408.0,D1,,YBBBYBB,0930A,1100A,GRAY,0.0,2013.0,-,0.0,,,,,,,,,,,,,
245,1321963970,434SM3,MA,999,08/01/2013,21,SUBN,TOYOT,S,72230,12130,86030,0,71.0,71,0,539556,BX09,0,1130A,,K,F,1509,PRESIDENT STREET,,0.0,408.0,D1,,YBBYBBB,1100A,1230P,BLUE,0.0,0.0,-,0.0,,,,,,,,,,,,,
246,1321963993,GDP4296,NY,PAS,08/01/2013,21,SUBN,FORD,S,86530,23330,54070,20150212,71.0,71,0,539556,BK09,0,1144A,,K,F,1443,UNION STREET,,0.0,408.0,D1,,YBBYBBB,1100A,1230P,GREEN,0.0,1996.0,-,0.0,,,,,,,,,,,,,
247,1321964031,9662TN,ME,PAS,07/30/2013,21,P-U,FORD,S,56130,40930,18630,20140531,71.0,71,0,537860,KN09,0,0955A,,K,F,74,LINCOLN RD,,0.0,408.0,D1,,BYBBYBB,0930A,1100A,GREEN,0.0,0.0,-,0.0,,,,,,,,,,,,,
248,1321964043,VEZ333,IL,PAS,07/30/2013,21,SUBN,SCION,S,0,0,0,20140731,71.0,71,0,537860,KN09,0,1122A,,K,,,N/S LEFFERTS AVE,W/O BROOKLYN AVE,0.0,408.0,D1,,BYBBYBB,1100A,1230P,MAROO,0.0,0.0,-,0.0,,,,,,,,,,,,,
249,1321964055,GDM8629,NY,PAS,07/30/2013,21,SDN,HONDA,S,39430,54310,54070,20150107,71.0,71,0,537860,KN09,0,1125A,,K,F,574,EMPIRE BLVD,,0.0,408.0,D1,,BYBBYBB,1100A,1230P,GRAY,0.0,2013.0,-,0.0,,,,,,,,,,,,,
250,1321964067,GHP9755,NY,PAS,07/30/2013,21,SUBN,CHEVR,S,38330,75430,86630,20150701,71.0,71,0,537860,KN09,0,1215P,,K,F,882,EAST NEW YORK AVE,,0.0,408.0,D1,,BYBBYBB,1200P,0130P,BLACK,0.0,2002.0,-,0.0,,,,,,,,,,,,,
251,1321964092,JHM1226,PA,PAS,08/02/2013,21,SDN,TOYOT,S,67030,83030,39430,20140531,71.0,71,0,537860,KN09,0,0808A,,K,F,988,NOSTRAND AVE,,0.0,408.0,D,,YYYYYYB,0800A,0830A,TAN,0.0,0.0,-,0.0,,,,,,,,,,,,,
252,1321964122,HFB5916,PA,PAS,08/02/2013,21,,NISSA,S,24830,73690,67030,20140131,71.0,71,0,537860,KN09,0,0837A,,K,F,1150,CARROLL ST,,0.0,408.0,D1,,YYBYYBB,0830A,0900A,BLACK,0.0,0.0,-,0.0,,,,,,,,,,,,,
253,1321964158,Y38CVD,NJ,PAS,08/02/2013,21,SDN,HONDA,S,24830,67030,64830,0,71.0,71,0,537860,KN09,0,0841A,,K,F,1198,CARROLL ST,,0.0,408.0,D1,,BYBBYBB,0830A,1000A,SILVE,0.0,0.0,-,0.0,,,,,,,,,,,,,
254,1321964160,GEB9265,NY,PAS,08/02/2013,21,SDN,VOLKS,S,24830,67030,64830,20150131,71.0,71,0,537860,KN09,0,0844A,,K,F,1206,CARROLL ST,,0.0,408.0,D1,,BYBBYYB,0830A,1030A,GREY,0.0,2005.0,-,0.0,,,,,,,,,,,,,
255,1321964171,GFG2278,NY,PAS,08/02/2013,21,SDN,FORD,S,24830,67030,64830,20150421,71.0,71,0,537860,KN09,0,0846A,,K,F,1228,CARROLL ST,,0.0,408.0,D1,,BYBBYBB,0830A,1000A,YELLO,0.0,2008.0,-,0.0,,,,,,,,,,,,,
256,1321964432,81413ST,IL,PAS,07/30/2013,21,SUBN,GMC,S,37030,41730,40230,0,67.0,67,0,533721,KN17,0,0208A,,K,F,933,E 51 ST,,0.0,408.0,D1,,BYBBYBB,1200A,0300A,BLACK,0.0,0.0,-,0.0,,,,,,,,,,,,,
257,1321964444,XDL6111,VA,PAS,07/30/2013,21,SDN,HONDA,S,37030,41730,40230,0,67.0,67,0,533721,KN17,0,0211A,,K,F,933,E 51 ST,,0.0,408.0,D1,,BYBBYBB,1200A,0300A,BLACK,0.0,0.0,-,0.0,,,,,,,,,,,,,
258,1321964500,GGF7236,NY,PAS,09/12/2013,21,SDN,SAAB,S,32930,23130,25930,0,67.0,67,0,533721,KN17,0,0210A,,K,O,9814,DITMAS AV,,0.0,408.0,D1,,YBBYBBB,1200P,0300P,GREY,0.0,0.0,-,0.0,,,,,,,,,,,,,
259,1321964614,T613476C,NY,OMT,07/29/2013,21,SDN,FORD,S,24830,73690,67030,20131031,71.0,71,0,537860,KN09,0,0837A,,K,F,1186,CARROLL ST,,0.0,408.0,D1,,YYBYYBB,0830A,0900A,WHITE,0.0,2003.0,-,0.0,,,,,,,,,,,,,
260,1321964626,Y38CVD,NJ,PAS,07/29/2013,21,SDN,HONDA,S,24830,67030,64830,0,71.0,71,0,537860,KN09,0,0839A,,K,F,1165,CARROLL ST,,0.0,408.0,D1,,YBBYBBB,0830A,1000A,BLUE,0.0,0.0,-,0.0,,,,,,,,,,,,,
261,1321964638,HRK8512,PA,PAS,07/29/2013,21,SUBN,ME/BE,S,24830,67030,64830,20131030,71.0,71,0,537860,KN09,0,0841A,,K,F,1181,CARROLL ST,,0.0,408.0,D1,,YBBYBBB,0830A,1000A,SIVLE,0.0,0.0,-,0.0,,,,,,,,,,,,,
262,1321964640,PFH4234,GA,PAS,07/29/2013,21,SDN,TOYOT,S,83030,40404,40404,20130831,71.0,71,0,537860,KN09,0,0850A,,K,F,310,SULLIVAN PL,,0.0,408.0,D1,,YBBYBBB,0830A,1000A,GRAY,0.0,0.0,-,0.0,,,,,,,,,,,,,
263,1321964651,GFA6583,NY,PAS,07/29/2013,21,SDN,ME/BE,S,83030,73690,67030,20150522,71.0,71,0,537860,KN09,0,0851A,,K,F,271,SULLIVAN PL,,0.0,408.0,D,,YBBYBBB,0830A,1000A,BLACK,0.0,1993.0,-,0.0,,,,,,,,,,,,,
264,1321964663,GGF2047,NY,PAS,07/29/2013,21,SDN,VOLKS,S,83030,73690,67030,20150419,71.0,71,0,537860,KN09,0,0854A,,K,F,237,SULLIVAN PL,,0.0,408.0,D1,,YBBYBBB,0830A,1000A,GRAY,0.0,2003.0,-,0.0,,,,,,,,,,,,,
265,1321964675,GEN6865,NY,PAS,07/29/2013,21,SDN,INFIN,S,83030,82130,57600,20150218,71.0,71,0,537860,KN09,0,0858A,,K,F,163,SULLIVAN PL,,0.0,408.0,D1,,YBBYBBB,0830A,1000A,WHITE,0.0,1990.0,-,0.0,,,,,,,,,,,,,
